ecole,auteur,date,note,contenu,url
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,LaVérité,23/06/2021,2.0,"Bonjour,Ce qu'il faut retenir aussi dans les chiffres du classement étant le nombre d'admis en école d'ingénieur 388 alors que  le nombre d'intégrés à BAC de 414 et le nombre d'intégré issue de prépa commune de 181. Cet ""écrémage"" se passe principalement en A1. Le taux de réussite est alors de 65% et 35%, soit 207 étudiants qui sont mis hors circuit (chiffres de 2020). Cela pose de sérieuses questions sur les sélections sinon de sérieuses questions quant à la politique à financer l'école avec les frais des 207 qui seront mis hors circuit. Ce taux est aberrant surtout qu'il se répète (voir les années précédentes). Si on y ajoute l'année 2021 avec les choix de cette école d'appliquer les cours à distance malgré que ce n'était pas le cas d'autres écoles (nombreuse), le taux de cours dispensé au campus a été de 85% incluant les contrôles et examens à présence obligatoire. Faite le compte.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Rémi Moreau,23/06/2021,4.8,"Après avoir fait la prépa intégrée et la première année du cycle ingénieur, toujours tournée vers l’ingénieur généraliste numérique, je me dirige vers la quatrième année.Ces trois premières années se sont très bien passées et j’ai pu acquérir de nombreuses compétences humaines comme techniques. Les deux sont mis en avant à l’ESILV, avec un socle scientifique très solide et une mise en avant des « soft skills ».Vient s’ajouter la vie associative du Pôle, dans laquelle j’ai été impliqué et qui m’a permis d’envoyer des équipages, ainsi que le mien, faire le 4L Trophy.Partant vers la majeure « Actuariat » en quatrième année, je sais déjà que, grâce au réseau alumni de l’école ainsi qu’aux dernières technologies (salle Bloomberg par exemple), j’aurai de nombreuses opportunités pour mes stages ainsi que pour mon premier emploi.Je ne peux que conseiller cette école qui remplit tous les critères d’excellence.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,raph,22/06/2021,5.0,"Je m’appelle Raphael et cela fait 1 an que j’ai intégré l’ESILV à la suite d’une CPGE dans la filière PC.l’ESILV est une école généraliste proposant des domaines très diversifiés tel que l’informatique, la finance, la mécanique, la santé ou encore l’environnement. N’ayant aucune idée du domaine dans lequel m’orienté, l’ESILV me paraissait le choix le plus approprié. Elle m’a permis de me décider sur mon avenir et d’être sur que le choix que je faisais était le bon.J’ai également été motivé a intégré l’ESILV pour sa proximité avec les entreprises, les divers doubles diplômes proposés ainsi que la vie associative très développé au sein du Pôle Léonard de Vinci.Enfin les nombreuses destinations étrangères possibles ainsi que sa localisation en plein cœur de la défense ont conforté mon choix d’intégrer l’ESILV.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Maxence,18/06/2021,5.0,"En cette année difficile pour choisir son orientation, j’espère en aider certains avec mon avis sur l’ESILV.Actuellement en 2ème année à ESILV et en double-diplôme avec l’EMLV, j’ai intégré l’école après avoir été grand classé au concours Avenir BAC. J’ai longtemps hésité avec d’autres établissements mais mon choix s’est fait sur ce que l’ESILV propose en plus des autres : que ce soit le double diplôme Ingénieur-Manager qui permet d’avoir une vision plus globale et pas seulement la formation technique d’ingénieur, l’expérience internationale obligatoire, les cours de softs-skills qui nous différencient des autres candidats lors d’entretiens ainsi que le grand nombre d’associations étudiantes pour s’épanouir en dehors des cours. En plus de ça, les locaux sont idéalement situés à La Défense, ils sont grands et super équipés : Laboratoires, Fablab, Atelier, Incubateur de start-up etc.Concernant les cours, une fois accepté dans l’école il faut travailler, les moyennes ne sont pas aussi bonnes qu’au lycée, mais la plupart des étudiants passent en année supérieure sans trop de problèmes. Je note aussi que les professeurs nous répondent quasiment n’importe quand par email.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Mathieu LAVIGNE,16/06/2021,5.0,"Bonjour, je m’appelle Mathieu Lavigne et je suis en 3ème année à l‘ESILV. J’ai intégré cette école à la suite de mon parcours en CPGE au lycée Saint-Louis à Paris en filière PSI. J’ai choisi cette école notamment pour son diplôme généraliste, sa transversalité et sa diversité de majeures. En effet, lors de mon arrivée en 3ème année j’ai eu la chance de découvrir différents domaines de l’ingénierie comme la finance, la mécanique, l’informatique ce qui m’a rassuré dans mon choix de spécialisation pour les deux années à venir. Ce choix a aussi été conforté grâce à l’association technique automobile du pôle universitaire (Vinci Eco Drive) qui m’a apporté une vision de la vie d’un ingénieur dans le domaine de la mécanique que j’affectionne particulièrement. En effet, cette école compte 55 associations qui permettent à chacun de s’épanouir dans différents domaines : sportif, festif, culinaire, technique, humanitaire… Enfin l’un des atouts majeurs est sa localisation au cœur du centre d’affaires de la Défense qui lui permet d’entretenir des relations avec les entreprises qui sont fondamentales pour les futures embauches.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Alexis,16/06/2021,4.3,"Bonjour ! Je suis Alexis PHAN, étudiant à l’ESILV en troisième année. Après deux ans de classe préparatoire physique et technologique, j’ai pu intégrer l’ESILV. J’ai choisi cette école pour son aspect généraliste (parce que je ne savais pas encore dans quoi me spécialiser), pour sa transversalité et sa grande diversité. La troisième année permet aux étudiants d’avoir un avant-goût des spécialisations possibles en quatrième année. L’école possède énormément d’entreprises partenaires ce qui facilite la recherche de stages ainsi que l’insertion dans la vie professionnelle. De plus, l’école possède un grand nombre d’associations, il y en a vraiment pour tous les goûts. On peut trouver les associations techniques qui proposent la réalisation de projets chaque année, les associations sportives ou encore des associations récréatives.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Maxime,02/06/2021,5.0,Très bonne école bien située avec des cours variés et des parcours de formation inscrits dans les enjeux actuels.,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,sarahziane,20/05/2021,4.8,"J’ai intégré l’ESILV il y a maintenant 3 ans et ces années se sont déroulées à merveille ! Pendant les 2 ans de prépa intégrée, les professeurs ont toujours été là pour m’épauler et me guider en cas de difficultés. J’aime aussi énormément le campus : des bâtiments très modernes avec des salles très bien équipées, avec notamment du matériel de très bonne qualité pour suivre les cours en distanciel. Il y a aussi des salles de sport gratuites pour tous les étudiants, et un « FabLab » avec de nombreuses ressources électroniques, elles aussi libres à tous les étudiants du Pôle. Grâce aux nombreuses associations du pôle, j’ai pu faire énormément de rencontres, moi qui ne connaissait personne en arrivant à l’ESILV. Il y en a plus de 50, et sont divisées en nombreuses catégories : les associations d’intégration, sportives, culinaires, d’art et culture, d’humanitaire ou encore d’insertion dans le monde du travail. En bref, on est sûr de trouver au moins une association qui nous correspond. Ce sont elles qui contribuent à la vie très animée du Pôle. Je conseille très vivement cette école.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Adrien Forestier,18/05/2021,5.0,"L’ESILV se trouve au Pôle Universitaire Leonard de Vinci, en plein milieu de La Défense, et y est regroupée avec deux autres écoles : une de Management (EMLV), et une du Digital (IIM). Avoir trois écoles sur le même campus permet de développer la transversalité. Elle est omniprésente pendant toute notre formation. Dès la première année, nous avons un bloc centré dessus avec des soft skills (matières permettant le développement de soi), des projets ou les matières communes aux trois écoles telles que le sport ou encore les langues vivantes. Cette transversalité est selon moi un réel atout car elle permet d’apprendre à travailler avec des gens qui n’ont pas la même formation que nous, chose très utile quand on rentrera dans la vie active. En plus d’être présente dans des matières, la transversalité se traduit également par la vie associative, car n’importe qui pet rejoindre chaque association du Pôle. Nous pouvons également trouver la transversalité dans les doubles diplômes. Je fais un double diplôme Ingénieur-Manager, car ce cursus me permet, sans année supplémentaire d’acquérir une certaine adaptabilité, d’autres compétences, choses prisées par les recruteurs aujourd’hui.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Etufromesilv,13/05/2021,5.0,"Une des meilleures écoles d'ingé, la majeure ingénierie financière et data science sortent du lots, merci beaucoup pour ces années, bon courage pour les futurs promos !!",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,PierreBourbon,19/04/2021,4.5,"J'ai rejoint l'ESILV après avoir fait 2ans en classes préparatoires MPSI / MP.À partir du cycle Ingénieur, le choix de la majeure permet de se former à des métiers très spécifiques. J'ai choisi la majeure Ingénierie Financière car les enseignements permettent d'être compétitif sur le marché du travail dès la première expérience professionnelle (généralement en stage de Master1, c'est à dire Bac +4). De plus, les enseignants sont généralement des professionnels ce qui permet d'avoir une très bonne appreciation des compétences et des attentes des entreprises. L'ESILV met également en place des amènagements divers comme le parcours start up qui permet aux étudiants de suivre les enseignements classiques de l'école tout en développant leur propre entreprise.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Alexiscabral,17/03/2021,5.0,"Durant ces 4 dernières années à l'ESILV, j'ai découvert une ambiance de travail ainsi qu'une vie associative AUTOP. Je suis actuellement en INGENIEURIE FINANCIERE, et je peux vous affirmer que l'ESILV offre la formation la plus complète:• L'ESILV offre ainsi un Cursus généraliste avec 9 majeures ciblées:Informatique, objets connectés et sécuritéIngénierie financièreModélisation et mécanique numériqueÉnergie et villes durablesActuariatFintechData et intelligence artificielleIndustrie 4.0Santé biotech• De nombreux doubles diplômes dont un double diplôme ingénieur manager ou bien même des doubles diplômes avec Polytechnique et Centrale.• Des partenariats dans le monde entiers: USA - Chine - Malaisie - Australie etc• Des professeurs compétents et à l'écoute avec des cours riches• Des stages obligatoires• Une vie associative partagée avec une école de commerce et de design. Le Pôle Léonard de Vinci, c'est 55 associations.N'hésitez-pas à me contacter pour plus d'informations sur l'école et surtout rejoignez-nous aux journées portes ouvertesvous pourrez y découvrir notre campus moderne !",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Nicolas Coban,19/02/2021,5.0,"L'ESILV est une école d'ingénieurs généralistes qui dispose de nombreuses ressources qui font que je ne regrette pas du tout mon choix de l'avoir intégré dès la 1ère année de prépa intégrée.Premièrement, elle propose une formation unique grâce à la transversalité entre les 3 écoles du Pôle Léonard de Vinci à savoir l'ESILV, l'EMLV et l'IIM. Les étudiants sont amenés à collaborer en équipes-projets tout en développant chacun leurs soft skills, et c'est ce qui les préparent dès la 1ère année aux attentes de leurs futurs recruteurs.Puis, une des raisons principales pour lesquelles j'ai décidé d'intégrer cette école est le double diplôme Ingénieur-Manager qu'elle propose. Ce double cursus ne rajoute pas d'année d'étude supplémentaire et est si intéressant d'un point de vue théorique et pratique car il fait de nous des ingénieurs hybrides à multiples casquettes et c'est ce que recherchent les entreprises aujourd'hui.Enfin, les projets concrets annuels proposés à l'ESILV nous permettent de travailler en équipe dès le début de nos études sur des thèmes concrets liés à la transformation digitale (conception d'un produit innovant, d'une base roulante autonome à évitement d'obstacle).",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Ld,13/02/2020,4.8,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Matthieu Louf,06/12/2019,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,BottomUp,24/11/2019,5.0,"Des choix de majeurs différents pour des parcours professionnalisants. La prépa intégrée est très structurante en mathématique et en informatique.En finance de marché, l'option est mise sur des cours d'analyse(machine learning) et de gestion de portefeuille sur les langages informatiques utilisés dans la plus part des salles de marché.Les compétences numériques(codage) nous permettent de nous différencier face à des élèves (X, Centrale, ENSAE) ayant des capacités en mathématiques financières supérieur.Bonne insertion en CIB. Bon réseau d'alumnis.exemple de post: fixed income trader/structurer ou C++ commando dev ou analyste quant ou data analyste",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Arthur,06/11/2019,5.0,École très sérieuse avec un niveau élevé et de l'ambition. Les étudiants peuvent s'épanouir dans la vie associative. Des locaux très modernes et agréables avec notamment une salle de sport accessible aux étudiants.,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Navier,25/03/2019,5.0,"École qui s'améliore perpétuellement, la dynamique est orienté vers les métiers de demain, donc aucune crainte pour les élèves.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Gabi22top,03/02/2019,5.0,Excellente école !,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,caroline78,22/08/2018,5.0,"Longue vie aux Esilviennes et aux EsilviensBon cadre formateur, si motivation.Bon entente avec l'enseignement et politique managériale interessante.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,C.h,25/06/2018,5.0,great school for maths and computer science,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Tete,25/06/2018,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Antoine,22/06/2018,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,ELOFIR,07/04/2018,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,DB,21/03/2018,4.3,Expérience moyenne,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,du plessis M,09/03/2018,5.0,"Après une prépa classique MPSI, je ne suis pas mécontent d'avoir rejoins l'ESILV, car le niveau théorique est bon, de plus vous avez très rapidement le choix de vous spécialiser et de réaliser vos passions via les associations ( aèronotique, automobile, robotique,finance ...). Enfin l'international est une opportunité à saisir le plus tôt possible, afin d'acquérir une culture et un savoir différent de l'esilv.  Bref en 20 ans l'école est devenue une source considérable d'ingénieurs précieux pour la révolution numérique. Si la progression de l'ESILV demeure imaginez son classement dans 10 ans...",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,alex00,13/02/2018,5.0,"Incroyable, en tant qu'étudiant je suis fier de faire partis de cette école.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Antoine,19/01/2018,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,theotheotheo,16/01/2018,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,gugiui,07/12/2017,5.0,super ecole,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Rodolphe de la claiy,07/11/2017,5.0,"Très bonne école, qui profite de sa récente attractivité grâce à de nouveaux double diplôme (central supelec par exemple), le Corp pédagogique est compétent et très actif. Proche de la défense les élèves en 5ème année n'ont pas de mal à décrocher stage et un emploi.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,adredoo,30/10/2017,4.3,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Angéline,22/10/2017,4.5,"École d'ingénieur du numérique, l'ESILV permet d'avoir une formation d'ingénieur généraliste avec la possibilité d'effectuer un double diplôme avec l'EMLV, l'école de management du Pôle Léonard de Vinci (PULV). Le PULV comprend également l'IIM, une école du multimédia. Ainsi, de nombreux projets transversaux sont organisés tout au long des années d'études à l'ESIlV, dès la prépa intégrée, afin de préparer au mieux les futurs ingénieurs à travailler avec les différents profils qu'ils vont rencontrer tout au long de leur carrière. Les très nombreuses associations présentent au PULV sont également communes aux 3 écoles. Il en existe en 2017 une quarantaine, de quoi s'intégrer à la vie étudiante à travers ses passions ou ses loisirs. Les locaux sont parfaitement adaptés à la formation d'ingénieur, avec des équipements de qualité mise à disposition des élèves. Le plus du pôle, sa situation géographique au cœur de La Défense, ainsi que ses salles de sport toutes équipées.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,jean de bonnel,28/09/2017,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,jean,02/08/2017,4.5,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,af9,13/07/2017,4.8,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Superieure D Ingenieurs Leonard De Vinci 7776,Yanis154,17/05/2017,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-d-ingenieurs-leonard-de-vinci-7776.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,Lola,21/01/2024,5.0,Très bonne école !,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,sam2901,09/02/2023,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,sam2901,05/09/2022,4.5,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,M.S.,21/04/2020,5.0,"Excellente école d'ingénieurs avec des professeurs passionnés et passionnants dans un cadre idéal, avec une très bonne ambiance. Je ne regrette pas mon choix !",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,janson,28/06/2019,4.8,"véritable potentiel grenoblois, présence remarquée des entreprises",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,RoseGrosshans,04/01/2019,4.5,"Certains l'ont dit, école orientée recherche, mais cela dépend surtout de la filière choisie ! Et les élèves ne souhaitant pas poursuivre en thèse n'auront aucun soucis à trouver en entreprise (plus ou moins facilement selon la filière encore une fois).",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,Ferdinand,11/12/2018,4.8,Très bonne école offrant de multiples débouchés en recherche et développement dans d'importants secteurs industriels.,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,Loann,12/11/2018,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,AlB,25/10/2018,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,Lisa,23/02/2018,3.5,Mauvaise expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,Émilien,16/11/2017,5.0,"Élève à Phelma, en master international avec le Politecnico di Torino et l'EPFL.Tout dans cette école est bien pensé,  des formations pertinentes, au cadre paradisiaque des montagnes,  en passant par l'ambiance de folie.Le niveau est digne d'une Grande École, et le classement est mérité.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,Ancienne étudiante,26/10/2017,5.0,"Super école d'ingénieur tournée vers la recherche et l'industrie. Excellente formation, professeurs très bon et à l'écoute.  Environnement très bien et ambiance géniale !",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,Pomolokoio,25/05/2017,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Physique Electronique Materiaux 4946,Linux,22/05/2017,5.0,Excellent niveau académique et d'excellentes opportunités professionnelles (tant dans le monde de l'industrie que dans celui de la recherche),https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-physique-electronique-materiaux-4946.html
Etablissement Ecole Nationale Superieure De Techniques Avancees Bretagne 4306,Kilian Demilly,19/03/2025,2.5,École moyenne,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-techniques-avancees-bretagne-4306.html
Etablissement Ecole Nationale Superieure De Techniques Avancees Bretagne 4306,Romain D,16/09/2023,5.0,Ecole très généraliste dans les cours,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-techniques-avancees-bretagne-4306.html
Etablissement Ecole Nationale Superieure De Techniques Avancees Bretagne 4306,Anonyme,13/01/2021,1.5,Très mauvaise expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-techniques-avancees-bretagne-4306.html
Etablissement Ecole Nationale Superieure De Techniques Avancees Bretagne 4306,totolasticot,05/09/2020,4.8,Bonne école d'ingénieur avec des filières atypiques !!!,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-techniques-avancees-bretagne-4306.html
Etablissement Ecole Nationale Superieure De Techniques Avancees Bretagne 4306,Anonyme,17/09/2019,2.3,Mauvaise expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-techniques-avancees-bretagne-4306.html
Etablissement Ecole Nationale Superieure De Techniques Avancees Bretagne 4306,jj1996,23/12/2018,2.5,Mauvaise expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-techniques-avancees-bretagne-4306.html
Etablissement Ecole Nationale Superieure De Techniques Avancees Bretagne 4306,aaa,14/09/2018,5.0,"Bien que pouvant choisir des écoles telles que Telecom SudParis, Phelma ou l'ENAC, j'ai finalement choisi l'ENSTA Bretagne pour son dynamisme depuis la création du groupe ENSTA et pour son prestige (nom ENSTA, école d'application de l'X, tutelle du Ministère des Armées...). Cette école est parfaite pour les passionnés des transports et de l'industrie, surtout lorsqu'il s'agit de naval et d'automobile, même si l'école s'ouvre sur de nombreux autres domaines. Après un an à Brest, j'ai étudié un an à Prague dans le cadre d'un double-diplôme (European Master of Automotive Engineering). Les opportunités de doubles formations sont nombreuses (universités étrangères mais aussi formations managériales avec Audencia et l'IAE de Brest). Quelques reproches cependant vis-à-vis de l'administration pour sa gestion de la vie scolaire même si cela n'a pas entaché mon excellente expérience dans cette école.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-de-techniques-avancees-bretagne-4306.html
